"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"26-Mar-2025","EQ","975.00","976.30","956.95","970.70","956.95","959.65","962.95","1,262.60","882.90","13,99,118","1,34,72,84,040.25","59,811"
"25-Mar-2025","EQ","979.00","979.90","959.00","970.45","970.00","970.70","970.33","1,262.60","882.90","15,69,597","1,52,30,22,890.50","52,311"
"24-Mar-2025","EQ","965.25","976.15","956.50","961.20","974.65","970.45","968.59","1,262.60","882.90","14,75,967","1,42,96,08,984.75","49,671"
"21-Mar-2025","EQ","968.00","972.15","956.60","965.85","964.00","961.20","964.29","1,262.60","882.90","31,55,551","3,04,28,74,241.40","67,717"
"20-Mar-2025","EQ","953.10","967.70","950.25","949.85","966.00","965.85","959.00","1,262.60","882.90","24,03,031","2,30,44,98,652.80","55,437"
"19-Mar-2025","EQ","947.50","959.85","945.25","946.85","952.00","949.85","951.16","1,262.60","882.90","16,50,477","1,56,98,75,108.75","40,877"
"18-Mar-2025","EQ","941.05","950.60","938.15","940.45","948.05","946.85","945.46","1,262.60","882.90","23,43,994","2,21,61,49,921.95","59,784"
"17-Mar-2025","EQ","946.10","956.50","934.60","946.10","941.40","940.45","942.97","1,262.60","882.90","9,93,027","93,63,95,504.15","45,745"
"13-Mar-2025","EQ","950.00","955.00","940.15","945.45","945.00","946.10","948.50","1,269.00","882.90","9,07,521","86,07,83,341.80","36,330"
"12-Mar-2025","EQ","951.65","961.75","943.35","959.85","945.15","945.45","948.05","1,269.00","882.90","16,19,168","1,53,50,53,038.30","36,847"
"11-Mar-2025","EQ","956.00","962.40","930.10","957.30","960.00","959.85","952.96","1,269.00","882.90","27,48,541","2,61,92,47,913.20","42,453"
"10-Mar-2025","EQ","960.00","969.30","953.00","962.05","956.00","957.30","962.42","1,269.00","882.90","16,60,207","1,59,78,24,425.20","41,166"
"07-Mar-2025","EQ","957.00","967.40","950.15","958.15","963.90","962.05","961.58","1,269.00","882.90","9,45,675","90,93,40,949.80","31,824"
"06-Mar-2025","EQ","964.00","965.00","943.05","956.80","953.95","958.15","953.75","1,269.00","882.90","24,21,530","2,30,95,37,981.20","90,307"
"05-Mar-2025","EQ","948.50","965.95","948.00","954.55","959.25","956.80","959.74","1,269.00","882.90","27,73,457","2,66,17,97,080.60","56,393"
"04-Mar-2025","EQ","945.10","957.85","943.15","953.90","953.10","954.55","952.54","1,269.00","882.90","19,16,433","1,82,54,77,594.00","48,825"
"03-Mar-2025","EQ","963.70","970.00","948.40","963.70","954.25","953.90","955.95","1,269.00","882.90","13,23,481","1,26,51,83,143.30","69,044"
"28-Feb-2025","EQ","995.00","1,001.50","957.35","1,008.00","966.30","963.70","969.01","1,269.00","882.90","50,82,193","4,92,46,91,453.95","90,874"
"27-Feb-2025","EQ","1,005.00","1,010.15","998.25","1,004.85","1,008.00","1,008.00","1,005.59","1,269.00","882.90","13,62,115","1,36,97,31,135.80","58,083"
"25-Feb-2025","EQ","994.00","1,010.00","993.15","1,002.40","1,004.95","1,004.85","1,005.80","1,269.00","882.90","16,63,313","1,67,29,51,937.80","41,567"
"24-Feb-2025","EQ","990.00","1,011.10","990.00","1,004.00","1,002.00","1,002.40","1,006.24","1,269.00","882.90","10,02,365","1,00,86,17,704.50","49,909"
"21-Feb-2025","EQ","1,008.00","1,013.65","991.45","1,008.90","1,002.50","1,004.00","1,003.41","1,269.00","882.90","13,30,146","1,33,46,85,450.50","45,894"
"20-Feb-2025","EQ","1,020.00","1,030.25","1,003.65","1,025.30","1,009.00","1,008.90","1,011.18","1,269.00","882.90","8,78,748","88,85,73,605.10","60,976"
"19-Feb-2025","EQ","1,024.00","1,032.85","1,021.30","1,026.95","1,024.45","1,025.30","1,026.35","1,269.00","882.90","7,82,204","80,28,12,467.45","51,187"
"18-Feb-2025","EQ","1,019.10","1,027.95","1,018.55","1,023.25","1,025.45","1,026.95","1,024.07","1,269.00","882.90","7,89,814","80,88,25,273.50","37,324"
"17-Feb-2025","EQ","1,022.00","1,027.45","1,005.05","1,022.55","1,021.70","1,023.25","1,017.33","1,269.00","882.90","9,25,113","94,11,47,730.50","52,337"
"14-Feb-2025","EQ","1,027.90","1,037.85","1,018.00","1,022.80","1,019.00","1,022.55","1,025.42","1,269.00","882.90","20,32,391","2,08,40,56,111.60","63,818"
"13-Feb-2025","EQ","1,029.75","1,037.00","1,016.85","1,029.75","1,019.90","1,022.80","1,028.43","1,269.00","882.90","11,69,309","1,20,25,48,953.35","54,802"
"12-Feb-2025","EQ","1,019.00","1,039.00","1,010.05","1,013.80","1,028.00","1,029.75","1,025.64","1,269.00","882.90","10,82,392","1,11,01,47,985.95","58,643"
"11-Feb-2025","EQ","1,029.90","1,035.45","1,009.10","1,027.50","1,014.70","1,013.80","1,023.85","1,269.00","882.90","12,04,012","1,23,27,23,646.60","56,036"
"10-Feb-2025","EQ","1,020.00","1,036.85","1,015.80","1,021.20","1,027.00","1,027.50","1,030.17","1,269.00","882.90","14,18,998","1,46,18,13,690.30","53,557"
"07-Feb-2025","EQ","1,031.90","1,031.90","1,012.55","1,023.35","1,020.70","1,021.20","1,019.48","1,269.00","882.90","9,41,811","96,01,55,210.40","42,902"
"06-Feb-2025","EQ","1,020.40","1,026.30","1,010.15","1,015.30","1,021.80","1,023.35","1,018.55","1,269.00","882.90","11,72,479","1,19,42,25,287.50","53,420"
"05-Feb-2025","EQ","1,035.10","1,035.25","1,010.55","1,034.20","1,014.95","1,015.30","1,019.57","1,269.00","882.90","16,28,436","1,66,03,09,198.50","64,271"
"04-Feb-2025","EQ","1,040.00","1,043.80","1,019.05","1,036.30","1,032.65","1,034.20","1,029.78","1,269.00","882.90","22,51,233","2,31,82,65,824.20","78,783"
"03-Feb-2025","EQ","1,067.35","1,074.45","1,033.65","1,069.85","1,037.00","1,036.30","1,049.17","1,269.00","882.90","12,98,543","1,36,23,96,155.35","88,129"
"01-Feb-2025","EQ","1,026.00","1,075.00","1,014.75","1,024.65","1,067.30","1,069.85","1,053.93","1,269.00","882.90","30,77,657","3,24,36,37,830.95","1,07,241"
"31-Jan-2025","EQ","970.00","1,031.20","967.90","966.70","1,027.00","1,024.65","1,012.45","1,269.00","882.90","50,28,986","5,09,16,08,569.00","1,54,487"
"30-Jan-2025","EQ","965.95","975.00","953.00","960.50","970.00","966.70","966.25","1,269.00","882.90","17,06,978","1,64,93,68,864.85","81,115"
"29-Jan-2025","EQ","961.25","966.65","938.00","961.25","957.40","960.50","952.47","1,269.00","882.90","14,79,070","1,40,87,74,285.35","62,420"
"28-Jan-2025","EQ","970.95","979.25","958.00","965.80","960.75","961.25","969.15","1,269.00","882.90","16,47,098","1,59,62,92,113.30","64,644"
"27-Jan-2025","EQ","989.05","998.40","960.00","992.35","966.60","965.80","977.81","1,269.00","882.90","18,06,238","1,76,61,64,287.20","68,419"
"24-Jan-2025","EQ","988.75","1,004.00","986.40","983.90","992.80","992.35","995.45","1,269.00","882.90","22,01,712","2,19,17,01,253.55","82,517"
"23-Jan-2025","EQ","967.35","993.50","961.15","967.40","983.00","983.90","984.17","1,269.00","882.90","12,35,360","1,21,58,09,253.30","74,852"
"22-Jan-2025","EQ","976.90","981.70","958.15","972.10","967.05","967.40","966.65","1,269.00","882.90","17,59,236","1,70,05,67,623.70","60,644"
"21-Jan-2025","EQ","961.05","978.00","957.90","960.30","972.00","972.10","971.85","1,269.00","882.90","22,81,022","2,21,68,00,248.45","85,378"
"20-Jan-2025","EQ","960.00","968.60","944.45","954.45","960.00","960.30","957.84","1,269.00","882.90","7,02,848","67,32,17,472.70","30,393"
"17-Jan-2025","EQ","942.00","959.35","935.35","937.70","952.40","954.45","951.51","1,269.00","882.90","6,77,451","64,46,03,090.85","38,965"
"16-Jan-2025","EQ","960.00","960.00","926.05","955.55","938.00","937.70","935.43","1,269.00","882.90","20,19,985","1,88,95,58,877.75","90,762"
"15-Jan-2025","EQ","963.15","963.15","944.60","963.15","953.00","955.55","953.19","1,269.00","882.90","31,90,709","3,04,13,40,175.90","71,047"
"14-Jan-2025","EQ","965.70","977.00","958.60","965.45","959.35","963.15","966.45","1,269.00","882.90","15,58,290","1,50,60,11,106.35","59,517"
"13-Jan-2025","EQ","945.20","969.05","945.00","972.80","965.70","965.45","965.09","1,269.00","882.90","18,76,479","1,81,09,70,478.55","59,756"
"10-Jan-2025","EQ","965.20","980.00","959.00","970.10","971.95","972.80","972.29","1,269.00","882.90","14,43,387","1,40,33,83,651.05","62,555"
"09-Jan-2025","EQ","957.45","982.80","954.50","961.60","966.55","970.10","971.84","1,269.00","882.90","21,30,681","2,07,06,82,141.80","1,01,963"
"08-Jan-2025","EQ","955.00","963.85","945.45","955.00","960.00","961.60","954.90","1,269.00","882.90","12,35,226","1,17,95,22,453.55","51,279"
"07-Jan-2025","EQ","952.00","972.00","949.75","946.90","955.00","955.00","963.65","1,269.00","882.90","24,13,582","2,32,58,46,970.75","89,350"
"06-Jan-2025","EQ","935.00","955.00","929.10","939.45","950.00","946.90","943.79","1,269.00","882.90","26,92,614","2,54,12,71,085.60","1,18,698"
"03-Jan-2025","EQ","932.70","941.90","926.00","929.65","936.00","939.45","935.99","1,269.00","882.90","18,32,664","1,71,53,56,565.50","56,179"
"02-Jan-2025","EQ","921.00","931.25","913.05","920.30","926.90","929.65","926.24","1,269.00","882.90","17,05,632","1,57,98,23,237.75","60,523"
"01-Jan-2025","EQ","913.00","922.50","911.00","914.70","920.05","920.30","919.17","1,269.00","882.90","6,41,424","58,95,76,706.00","30,549"
"31-Dec-2024","EQ","899.00","917.15","893.10","903.50","915.00","914.70","909.02","1,269.00","882.90","11,20,133","1,01,82,27,188.95","47,877"
"30-Dec-2024","EQ","907.95","912.00","898.70","907.95","902.05","903.50","904.56","1,269.00","882.90","18,30,048","1,65,53,96,422.40","64,736"
"27-Dec-2024","EQ","902.00","911.40","899.00","900.95","906.90","907.95","906.92","1,269.00","882.90","8,70,974","78,99,05,392.50","40,906"
"26-Dec-2024","EQ","908.00","911.35","898.60","907.30","900.00","900.95","903.51","1,269.00","882.90","5,95,956","53,84,52,783.95","42,475"
"24-Dec-2024","EQ","904.95","912.95","896.80","902.75","905.00","907.30","907.84","1,269.00","882.90","10,38,280","94,25,93,704.70","38,242"
"23-Dec-2024","EQ","894.95","906.00","890.00","889.45","900.40","902.75","898.31","1,269.00","882.90","10,54,695","94,74,46,171.35","54,923"
"20-Dec-2024","EQ","907.00","916.50","882.90","907.10","894.45","889.45","897.62","1,269.00","882.90","24,41,036","2,19,11,21,687.75","76,349"
"19-Dec-2024","EQ","908.00","918.00","901.10","909.35","907.00","907.10","911.10","1,269.00","900.00","25,89,001","2,35,88,39,192.10","81,315"
"18-Dec-2024","EQ","905.00","916.90","904.45","904.90","909.90","909.35","911.11","1,269.00","900.00","11,54,541","1,05,19,12,756.65","47,012"
"17-Dec-2024","EQ","920.35","922.00","900.00","920.35","903.00","904.90","907.16","1,269.00","900.00","15,97,108","1,44,88,34,958.45","83,975"
"16-Dec-2024","EQ","929.70","934.65","917.00","929.70","920.00","920.35","922.86","1,269.00","900.50","8,48,667","78,31,99,467.80","47,563"
"13-Dec-2024","EQ","919.25","931.00","907.40","921.25","929.00","929.70","921.91","1,269.00","900.50","12,78,151","1,17,83,37,636.95","66,381"
"12-Dec-2024","EQ","937.00","938.45","916.00","935.05","922.00","921.25","920.81","1,269.00","900.50","19,13,140","1,76,16,40,058.60","82,904"
